tenure,maritalstatus_Single,preferredlogindevice_Computer,numberofaddress,complain,maritalstatus_Married,gender_Male,cashbackamount,daysincelastorder,couponused,preferredlogindevice_Mobile,gender_Female,preferredpaymentmode_E_wallet,preferedordercat_Fashion,maritalstatus_Divorced,numberofdeviceregistered,preferredpaymentmode_Cash_on_Delivery,preferredpaymentmode_Debit_Card,satisfactionscore,warehousetohome,churn
19.0,0.0,0.0,6.0,1.0,1.0,0.0,169.77,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,14.0,0
7.0,0.0,0.0,7.0,0.0,1.0,1.0,122.58000000000001,7.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,6.0,0
24.0,0.0,1.0,4.0,0.0,1.0,0.0,272.32625,3.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,9.0,0
12.0,0.0,0.0,4.0,1.0,0.0,1.0,161.2,4.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,27.0,0
9.0,1.0,1.0,4.0,0.0,0.0,1.0,218.62,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,2.0,25.0,0
4.0,0.0,0.0,10.0,0.0,1.0,1.0,166.15,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,36.0,0
9.0,1.0,0.0,4.0,1.0,0.0,0.0,192.78,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,0
3.0,1.0,0.0,3.0,0.0,0.0,0.0,160.91,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,8.0,0
13.0,1.0,1.0,4.0,1.0,0.0,1.0,147.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,1
13.0,0.0,1.0,4.0,0.0,1.0,1.0,209.32,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,34.0,0
22.0,0.0,1.0,3.0,0.0,1.0,1.0,153.9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,8.0,0
19.0,0.0,1.0,3.0,0.0,0.0,0.0,180.93,13.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0,16.0,0
24.0,0.0,0.0,6.0,1.0,1.0,0.0,272.32625,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,35.0,0
3.0,0.0,0.0,1.0,1.0,1.0,1.0,163.47,7.0,3.5,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,15.0,0
4.0,0.0,0.0,2.0,0.0,1.0,1.0,129.11,3.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,32.0,0
7.0,0.0,0.0,2.0,1.0,1.0,1.0,122.75,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,13.0,1
1.0,1.0,1.0,7.0,0.0,0.0,1.0,163.94,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,11.0,1
26.0,1.0,0.0,3.0,0.0,0.0,1.0,124.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,-0.1687902411681134,0
27.0,0.0,0.0,9.0,1.0,1.0,0.0,234.33999999999997,5.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,14.0,0
17.0,0.0,0.0,3.0,0.0,1.0,1.0,272.32625,12.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,22.0,0
1.0,1.0,0.0,2.0,0.0,0.0,0.0,154.66,1.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,12.0,0
30.0,0.0,0.0,5.0,1.0,1.0,0.0,126.69999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,5.0,9.0,0
11.0,1.0,0.0,4.0,0.0,0.0,0.0,126.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,0.1594367355763465,0
22.0,0.0,0.0,7.0,0.0,1.0,1.0,231.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,14.0,0
1.0,1.0,0.0,4.0,0.0,0.0,0.0,136.6,7.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,16.0,0
26.0,1.0,0.0,8.0,0.0,0.0,0.0,183.81,10.0,3.5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,6.0,0
11.0,1.0,0.0,1.0,0.0,0.0,0.0,176.25,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0.0,1.0,1.0,6.0,0
11.0,0.0,0.0,9.0,1.0,0.0,1.0,154.96,4.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,11.0,0
7.0,0.0,0.0,4.0,0.0,0.0,1.0,121.43,4.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,19.0,0
17.0,0.0,0.0,6.0,1.0,1.0,1.0,272.32625,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,13.0,0
24.0,0.0,0.0,9.0,0.0,1.0,1.0,163.75,3.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,15.0,0
19.0,0.0,0.0,10.0,0.0,1.0,1.0,148.48,16.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,16.0,0
1.0,0.0,0.0,2.0,1.0,1.0,0.0,174.07,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,15.0,0
12.0,0.0,0.0,3.0,0.0,0.0,0.0,260.82,12.0,3.5,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,5.0,7.0,0
29.0,0.0,0.0,5.0,0.0,1.0,0.0,153.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,17.0,0
11.0,0.0,1.0,2.0,0.0,1.0,1.0,126.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,3.0,0.1594367355763465,0
20.0,0.0,0.0,11.0,1.0,0.0,0.0,174.63,4.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,21.0,1
0.0,1.0,1.0,1.0,0.0,0.0,1.0,134.79,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,35.0,1
19.0,0.0,0.0,3.0,0.0,1.0,0.0,272.32625,8.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,10.0,0
8.0,0.0,0.0,2.0,1.0,0.0,0.0,140.14,7.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,27.0,0
21.0,0.0,1.0,11.0,1.0,1.0,1.0,148.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,9.0,1
2.0,0.0,1.0,2.0,0.0,0.0,0.0,179.18,1.0,3.5,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,6.0,0
30.0,0.0,1.0,4.0,0.0,0.0,0.0,154.42,4.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,16.0,0
7.0,1.0,1.0,2.0,1.0,0.0,0.0,121.74000000000001,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,6.0,1
1.0,0.0,1.0,2.0,1.0,1.0,1.0,168.34,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,6.0,0
28.0,0.0,0.0,5.0,0.0,1.0,0.0,153.97,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,16.0,0
16.0,0.0,1.0,4.0,0.0,1.0,0.0,170.56,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,36.0,0
18.0,1.0,0.0,6.0,0.0,0.0,1.0,134.52,3.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,35.0,0
1.0,0.0,1.0,8.0,0.0,1.0,1.0,225.48,3.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,17.0,1
1.0,0.0,1.0,2.0,1.0,0.0,1.0,188.49,5.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,7.0,0
19.0,0.0,0.0,4.0,1.0,1.0,1.0,233.51,8.0,2.0,1.0,0.0,0.0,1.0,0.0,5.5,0.0,0.0,5.0,27.0,0
1.0,1.0,1.0,4.0,1.0,0.0,1.0,156.72,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,16.0,1
1.0,0.0,0.0,2.0,1.0,0.0,1.0,158.88,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,16.0,1
6.0,0.0,0.0,2.0,1.0,1.0,1.0,165.78,3.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,9.0,0
11.0,0.0,0.0,2.0,1.0,1.0,0.0,156.05,7.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,13.0,0
0.0,1.0,0.0,2.0,0.0,0.0,1.0,131.17,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,11.0,0
11.0,0.0,0.0,4.0,0.0,1.0,0.0,232.06,11.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,16.0,0
7.0,1.0,0.0,10.0,0.0,0.0,0.0,178.46,4.0,1.0,1.0,1.0,1.0,0.0,0.0,5.5,0.0,0.0,3.0,16.0,1
14.0,0.0,1.0,3.0,0.0,1.0,1.0,272.32625,11.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,15.0,0
8.0,1.0,0.0,4.0,1.0,0.0,0.0,161.42,4.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,16.0,0
9.0,1.0,0.0,3.0,0.0,0.0,1.0,175.98,9.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,16.0,0
4.0,0.0,0.0,2.0,0.0,0.0,0.0,143.06,12.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,13.0,0
23.0,0.0,0.0,3.0,0.0,1.0,0.0,157.11,5.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,32.0,0
16.0,0.0,1.0,4.0,0.0,0.0,1.0,168.04,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,21.0,0
16.0,0.0,0.0,8.0,1.0,1.0,0.0,148.72,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,14.0,0
24.0,0.0,0.0,3.0,0.0,1.0,1.0,161.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,13.0,0
13.0,1.0,1.0,7.0,0.0,0.0,1.0,150.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,22.0,0
12.0,0.0,0.0,2.0,0.0,1.0,0.0,176.54,7.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,17.0,1
9.0,0.0,1.0,5.0,0.0,1.0,1.0,196.99,12.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,9.0,0
3.0,0.0,0.0,3.0,1.0,1.0,1.0,163.8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,28.0,1
1.0,1.0,1.0,4.0,0.0,0.0,1.0,150.8,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,0
11.0,0.0,0.0,3.0,0.0,1.0,0.0,164.36,8.0,3.5,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,17.0,0
8.0,0.0,0.0,7.0,0.0,1.0,1.0,178.23,8.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,9.0,0
2.0,0.0,0.0,2.0,0.0,1.0,0.0,155.61,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,9.0,0
2.0,0.0,1.0,1.0,0.0,1.0,0.0,131.8,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,8.0,0
19.0,1.0,1.0,6.0,0.0,0.0,1.0,178.99,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,7.0,0
9.0,0.0,0.0,4.0,0.0,0.0,0.0,170.94,7.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,3.0,16.0,0
13.0,0.0,1.0,9.0,1.0,1.0,1.0,136.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,15.0,0
10.0,1.0,0.0,4.0,0.0,0.0,1.0,146.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,1.0,16.0,0
8.0,0.0,1.0,3.0,1.0,1.0,1.0,182.47,12.0,3.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,29.0,0
9.0,0.0,1.0,4.0,0.0,1.0,1.0,182.62,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,9.0,0
10.0,0.0,0.0,2.0,0.0,0.0,1.0,148.42,4.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,5.0,15.0,0
0.0,0.0,1.0,7.0,1.0,0.0,1.0,137.22,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,8.0,1
17.0,1.0,1.0,6.0,0.0,0.0,1.0,149.38,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,16.0,0
8.0,0.0,0.0,2.0,0.0,1.0,1.0,151.61,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,26.0,0
18.0,0.0,1.0,4.0,0.0,1.0,1.0,207.48000000000002,4.0,3.5,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,3.0,7.0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,133.75,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,7.0,0
10.0,0.0,0.0,3.0,0.0,0.0,0.0,139.2,2.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,6.0,0
1.0,1.0,1.0,3.0,0.0,0.0,1.0,135.91,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,31.0,1
3.0,0.0,0.0,1.0,0.0,0.0,1.0,199.57,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,26.0,0
8.0,0.0,0.0,7.0,0.0,0.0,0.0,157.94,3.0,2.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,7.0,0
2.0,0.0,1.0,2.0,0.0,1.0,0.0,179.18,1.0,3.5,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,6.0,0
26.0,0.0,1.0,4.0,1.0,1.0,0.0,257.47,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,35.0,0
24.0,0.0,1.0,2.0,0.0,0.0,0.0,188.47,14.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,7.0,0
3.0,0.0,0.0,5.0,0.0,1.0,0.0,272.32625,8.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,8.0,0
13.0,0.0,1.0,3.0,0.0,1.0,1.0,237.57,8.0,3.5,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,14.0,0
26.0,0.0,0.0,4.0,0.0,1.0,1.0,248.14,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,3.0,13.0,0
18.0,0.0,1.0,5.0,0.0,1.0,1.0,164.34,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,3.0,13.0,0
1.0,1.0,1.0,3.0,0.0,0.0,1.0,135.51,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,12.0,0
13.0,1.0,0.0,2.0,1.0,0.0,1.0,264.37,7.0,3.5,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,12.0,0
10.0,1.0,1.0,3.0,0.0,0.0,1.0,224.8,8.5,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,17.0,0
5.0,0.0,0.0,2.0,1.0,0.0,0.0,163.22,5.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,15.0,0
0.0,1.0,1.0,2.0,0.0,0.0,1.0,126.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,-0.21567980927446487,0
1.0,0.0,1.0,3.0,0.0,1.0,0.0,153.63,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,29.0,1
14.0,0.0,1.0,3.0,0.0,1.0,0.0,188.23,5.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,18.0,0
10.0,0.0,0.0,2.0,1.0,1.0,0.0,237.44,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.5,0.0,1.0,1.0,16.0,0
16.0,1.0,0.0,11.0,1.0,0.0,1.0,209.46,8.0,3.5,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,4.0,12.0,1
9.0,0.0,0.0,1.0,1.0,0.0,1.0,165.86,11.0,3.5,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,20.0,0
9.0,1.0,0.0,4.0,0.0,0.0,0.0,145.02,7.0,3.5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,8.0,0
12.0,0.0,0.0,5.0,0.0,1.0,0.0,223.24,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,17.0,0
5.0,1.0,1.0,1.0,1.0,0.0,1.0,237.57999999999998,14.0,3.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,18.0,1
0.0,0.0,0.0,2.0,0.0,1.0,1.0,154.72,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,8.0,0
18.0,1.0,1.0,4.0,0.0,0.0,1.0,162.08,5.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,3.0,31.0,0
10.0,0.0,0.0,8.0,0.0,1.0,1.0,193.42,5.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,10.0,0
1.0,1.0,0.0,3.0,1.0,0.0,0.0,149.78,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,12.0,0
14.0,0.0,0.0,1.0,0.0,1.0,0.0,235.7,10.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,34.0,0
9.0,1.0,0.0,7.0,0.0,0.0,0.0,168.15,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,7.0,0
7.0,1.0,1.0,10.0,1.0,0.0,1.0,122.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,10.0,1
1.0,0.0,0.0,2.0,0.0,0.0,0.0,167.27,3.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,9.0,0
25.0,1.0,0.0,5.0,0.0,0.0,0.0,262.34,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,10.0,0
8.0,0.0,0.0,3.0,0.0,1.0,1.0,168.25,4.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,7.0,0
13.0,0.0,0.0,3.0,0.0,1.0,1.0,123.44999999999999,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.1594367355763465,0
4.0,0.0,0.0,2.0,1.0,1.0,1.0,160.79,8.0,3.5,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,8.0,0
6.0,0.0,0.0,1.0,1.0,1.0,1.0,183.8,8.0,0.0,1.0,0.0,1.0,1.0,0.0,1.5,0.0,0.0,3.0,16.0,0
14.0,0.0,1.0,5.0,0.0,1.0,1.0,271.81,7.0,3.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,16.0,0
17.0,1.0,0.0,8.0,1.0,0.0,1.0,229.48,3.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,5.0,31.0,1
0.0,0.0,1.0,4.0,0.0,0.0,1.0,198.24,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,26.0,1
10.0,0.0,0.0,6.0,0.0,1.0,0.0,214.26,8.0,3.5,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,28.0,1
4.0,0.0,0.0,2.0,0.0,1.0,1.0,207.93,9.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,14.0,0
19.0,0.0,0.0,3.0,0.0,0.0,0.0,272.32625,8.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,10.0,0
12.0,0.0,1.0,2.0,0.0,0.0,1.0,151.84,3.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,17.0,0
26.0,0.0,0.0,7.0,0.0,1.0,1.0,248.51999999999998,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,8.0,0
0.0,1.0,0.0,2.0,0.0,0.0,1.0,146.84,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,16.0,0
11.0,1.0,0.0,6.0,0.0,0.0,0.0,199.91,3.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,7.0,0
3.0,0.0,0.0,3.0,0.0,0.0,0.0,156.31,9.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,13.0,0
9.0,0.0,0.0,5.0,0.0,1.0,0.0,125.43,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,-0.1687902411681134,0
5.0,1.0,0.0,8.0,0.0,0.0,0.0,150.55,7.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,0
1.0,1.0,1.0,3.0,1.0,0.0,1.0,136.18,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,1.0,2.0,31.0,1
14.0,1.0,0.0,7.0,0.0,0.0,0.0,150.03,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,13.0,0
7.0,0.0,0.0,2.0,0.0,1.0,0.0,179.78,5.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,21.0,1
4.0,1.0,0.0,4.0,0.0,0.0,0.0,264.22,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,14.0,0
7.0,0.0,0.0,7.0,0.0,0.0,1.0,159.57,9.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,5.0,8.0,0
13.0,0.0,0.0,3.0,0.0,1.0,1.0,268.23,16.0,3.5,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,5.0,6.0,0
4.0,0.0,0.0,5.0,1.0,1.0,0.0,127.78,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,8.0,1
22.0,0.0,0.0,3.0,0.0,0.0,1.0,272.32625,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,10.0,0
10.0,0.0,0.0,2.0,0.0,1.0,1.0,141.89,3.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,15.0,0
7.0,0.0,1.0,8.0,0.0,1.0,1.0,224.98,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,12.0,0
18.0,0.0,0.0,10.0,0.0,1.0,1.0,136.97,8.0,3.5,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,14.0,0
8.0,1.0,0.0,10.0,0.0,0.0,1.0,165.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,15.0,0
6.0,0.0,0.0,3.0,0.0,1.0,0.0,229.22,8.0,3.5,1.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,7.0,0
29.0,0.0,0.0,4.0,1.0,1.0,0.0,272.32625,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,15.0,0
21.0,1.0,0.0,4.0,0.0,0.0,1.0,211.33,8.0,3.5,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,32.0,0
5.0,0.0,1.0,2.0,0.0,0.0,1.0,152.91,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,27.0,0
1.0,0.0,0.0,3.0,0.0,1.0,1.0,150.39,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,13.0,0
1.0,1.0,0.0,3.0,0.0,0.0,0.0,147.79,4.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,16.0,0
11.0,1.0,0.0,1.0,0.0,0.0,0.0,140.28,5.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,13.0,0
1.0,0.0,0.0,3.0,0.0,0.0,0.0,201.39,10.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,34.0,1
1.0,0.0,0.0,2.0,0.0,1.0,1.0,165.49,7.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,35.0,0
4.0,0.0,0.0,4.0,0.0,1.0,1.0,123.28999999999999,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,-0.35634851359351916,0
25.0,0.0,0.0,4.0,0.0,1.0,1.0,186.32,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,14.0,0
1.0,0.0,0.0,9.0,0.0,1.0,1.0,159.08,4.0,1.0,1.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,2.0,17.0,1
0.0,0.0,0.0,6.0,0.0,0.0,0.0,147.77,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,17.0,1
12.0,0.0,0.0,2.0,0.0,1.0,1.0,151.51,9.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,15.0,0
12.0,1.0,0.0,9.0,0.0,0.0,1.0,198.51,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,9.0,0
2.0,1.0,0.0,2.0,0.0,0.0,1.0,181.61,8.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,23.0,0
10.0,0.0,0.0,3.0,1.0,1.0,0.0,181.73,8.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,17.0,0
13.0,0.0,0.0,1.0,0.0,0.0,0.0,272.32625,12.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,8.0,0
